"Measurement outcome","Frequency"
"0x20141","1"
"0x2014110","1"
"0x2014162","1"
"0x2014400","1"
"0x2014412","1"
"0x2014433","1"
"0x2014500","1"
"0x2014502","1"
"0x2014522","1"
"0x2015040","1"
"0x2015100","1"
"0x2015132","1"
"0x2015141","1"
"0x2015472","1"
"0x2016101","1"
"0x2016120","1"
"0x2016153","1"
"0x2016900","1"
"0x2017110","1"
"0x2017130","1"
"0x201a003","1"
"0x201b020","1"
"0x2020001","1"
"0x2020003","1"
"0x2020042","1"
"0x2020103","1"
"0x2020143","1"
"0x2020153","1"
"0x2020400","2"
"0x2020501","1"
"0x2020843","1"
"0x2020851","1"
"0x2020922","1"
"0x2020d02","1"
"0x2020d60","1"
"0x2021013","1"
"0x2021023","1"
"0x2021042","2"
"0x2021043","1"
"0x2021400","1"
"0x2021923","1"
"0x2021d02","1"
"0x2022002","1"
"0x2022003","1"
"0x2022041","1"
"0x2022111","1"
"0x2022113","1"
"0x2022471","1"
"0x2023043","1"
"0x2023073","1"
"0x2024420","1"
"0x2024460","1"
"0x2024513","1"
"0x2024900","1"
"0x2024901","1"
"0x2025011","1"
"0x2025103","1"
"0x2025942","1"
"0x2026073","1"
"0x2026411","1"
"0x2026541","1"
"0x2027853","1"
"0x202a062","1"
"0x202a911","1"
"0x2030001","1"
"0x2030022","1"
"0x2030043","1"
"0x2030050","1"
"0x2030101","1"
"0x2030110","1"
"0x2030141","1"
"0x2030800","1"
"0x2030872","1"
"0x2030903","1"
"0x2030d02","1"
"0x2031052","1"
"0x2031112","1"
"0x2031410","1"
"0x2031510","1"
"0x2031801","2"
"0x2031d52","1"
"0x2032071","1"
"0x2032110","2"
"0x2032142","1"
"0x2032503","1"
"0x2032811","1"
"0x2032813","1"
"0x2032822","1"
"0x2032930","1"
"0x2032932","1"
"0x2033843","1"
"0x2033d23","1"
"0x2034001","1"
"0x2034002","1"
"0x2034010","1"
"0x2034122","1"
"0x2034501","1"
"0x2034523","1"
"0x2034801","1"
"0x2034920","1"
"0x2034933","1"
"0x2034942","1"
"0x2034952","1"
"0x2034d02","1"
"0x2034d03","1"
"0x2034d43","1"
"0x2034d73","1"
"0x2035003","2"
"0x2036022","1"
"0x2036943","1"
"0x2037101","1"
"0x203c500","1"
"0x203dc23","1"
"0x20422","1"
"0x20551","1"
"0x20852","1"
"0x20901","1"
"0x20943","1"
"0x20963","1"
"0x20c20","1"
"0x21000010","1"
"0x21000051","1"
"0x21000110","1"
"0x21000433","1"
"0x21000461","1"
"0x21000922","1"
"0x21000932","1"
"0x21000c10","1"
"0x21000c41","1"
"0x21000d43","1"
"0x21001040","1"
"0x21001101","1"
"0x21001401","1"
"0x21001900","1"
"0x21002","1"
"0x21002102","1"
"0x21002122","1"
"0x21002163","1"
"0x21002400","1"
"0x21002500","1"
"0x21002552","1"
"0x21002812","1"
"0x21002872","1"
"0x21002972","1"
"0x21003113","1"
"0x21004100","1"
"0x21004102","1"
"0x21004112","1"
"0x21004542","1"
"0x21004801","1"
"0x21004921","1"
"0x21004c12","1"
"0x21004d20","1"
"0x21005033","1"
"0x21005103","1"
"0x21005421","1"
"0x21005441","1"
"0x21005911","1"
"0x21006000","1"
"0x21006503","1"
"0x21007030","1"
"0x21007141","1"
"0x21009040","1"
"0x21009972","1"
"0x2100a820","1"
"0x2100ac42","1"
"0x2101","1"
"0x21010013","1"
"0x21010023","1"
"0x21010030","1"
"0x21010102","1"
"0x21010103","1"
"0x21010120","1"
"0x21010121","1"
"0x21010143","1"
"0x21010462","1"
"0x21010802","1"
"0x21010843","1"
"0x21010933","1"
"0x21011000","1"
"0x21011542","1"
"0x21011831","1"
"0x21012002","1"
"0x21012140","1"
"0x21012420","1"
"0x21013022","1"
"0x21013103","1"
"0x21013152","1"
"0x21014001","1"
"0x21014031","1"
"0x21014041","1"
"0x21014102","1"
"0x21014103","1"
"0x21014110","1"
"0x21014400","1"
"0x21014870","1"
"0x21015040","1"
"0x21015140","1"
"0x21015942","1"
"0x21016043","1"
"0x21016401","1"
"0x21016842","1"
"0x21016911","1"
"0x21016941","1"
"0x21017002","1"
"0x2101a012","1"
"0x2101a410","1"
"0x2102","1"
"0x21020002","2"
"0x21020051","1"
"0x21020100","1"
"0x21020141","1"
"0x21020151","1"
"0x21020152","1"
"0x21020400","1"
"0x21020403","1"
"0x21020423","1"
"0x21020513","1"
"0x21020520","1"
"0x21020523","1"
"0x21020530","1"
"0x21020812","1"
"0x21020813","1"
"0x21020901","1"
"0x21020902","1"
"0x21020920","1"
"0x21020940","1"
"0x21020950","1"
"0x21020972","1"
"0x21021133","1"
"0x21021162","1"
"0x21021812","1"
"0x21021861","1"
"0x21021940","1"
"0x21021941","1"
"0x21021d02","1"
"0x21021d43","1"
"0x21021d50","1"
"0x21022002","1"
"0x21022100","1"
"0x21022d72","1"
"0x21023012","1"
"0x21023903","1"
"0x21024000","1"
"0x21024021","1"
"0x21024040","1"
"0x21024151","1"
"0x21024832","1"
"0x21024841","1"
"0x21024951","1"
"0x21024963","1"
"0x21025102","1"
"0x21025412","1"
"0x21025911","1"
"0x21025d41","1"
"0x21026012","1"
"0x21026042","1"
"0x21026160","1"
"0x21026500","1"
"0x21026930","1"
"0x21028072","1"
"0x2102cd10","1"
"0x2102e150","1"
"0x21030000","2"
"0x21030012","1"
"0x21030052","1"
"0x21030500","1"
"0x21030800","1"
"0x21030831","1"
"0x21030840","1"
"0x21030861","1"
"0x21030903","1"
"0x21030920","1"
"0x21030930","1"
"0x21030960","1"
"0x21031032","1"
"0x21031113","1"
"0x21031122","1"
"0x21031161","1"
"0x21031963","1"
"0x21032001","1"
"0x21032100","1"
"0x21032412","1"
"0x21032533","1"
"0x21032941","1"
"0x21032c00","1"
"0x21034032","1"
"0x21034171","1"
"0x21034522","1"
"0x21034922","1"
"0x21034931","1"
"0x21034972","1"
"0x21035013","1"
"0x21035101","1"
"0x21035102","1"
"0x21035171","1"
"0x21036143","1"
"0x21037161","1"
"0x21037c62","1"
"0x21038800","1"
"0x2103c003","1"
"0x21110","1"
"0x2113","1"
"0x21570","1"
"0x21831","1"
"0x21c02","1"
"0x22","1"
"0x22000000","1"
"0x22000013","1"
"0x22000101","1"
"0x22000102","1"
"0x22000110","1"
"0x22000403","1"
"0x22000430","1"
"0x22000462","1"
"0x22000543","1"
"0x22000802","1"
"0x22000901","1"
"0x22000903","1"
"0x22000c60","1"
"0x22001101","1"
"0x22001141","1"
"0x22001413","1"
"0x22001423","1"
"0x22001501","1"
"0x22001812","1"
"0x22002002","1"
"0x22002043","1"
"0x22002100","1"
"0x22002823","1"
"0x22002942","1"
"0x22002c03","1"
"0x22002d01","1"
"0x22002d33","1"
"0x22003043","1"
"0x22003923","1"
"0x22003d02","1"
"0x22004001","1"
"0x22004043","1"
"0x22004103","1"
"0x22004120","1"
"0x22004131","1"
"0x22004142","1"
"0x22004452","1"
"0x22004563","1"
"0x22004921","1"
"0x22004c50","1"
"0x22005002","1"
"0x22005101","1"
"0x22005122","1"
"0x22005402","1"
"0x22005c10","1"
"0x22006011","1"
"0x22006012","1"
"0x22006100","1"
"0x22006123","1"
"0x22006400","1"
"0x22007011","1"
"0x22007903","1"
"0x22008443","1"
"0x22010002","1"
"0x22010013","3"
"0x22010061","1"
"0x22010101","1"
"0x22010443","1"
"0x22010550","1"
"0x22010801","1"
"0x22010803","1"
"0x22010810","1"
"0x22010863","1"
"0x22010900","1"
"0x22010903","1"
"0x22010912","1"
"0x22010942","1"
"0x22010952","1"
"0x22011000","1"
"0x22011503","1"
"0x22011541","1"
"0x22011840","1"
"0x22012001","1"
"0x22012002","1"
"0x22012142","1"
"0x22012163","1"
"0x22012440","1"
"0x22012831","1"
"0x22012d10","1"
"0x22013001","1"
"0x22013150","1"
"0x22013443","1"
"0x22013801","1"
"0x22013923","1"
"0x22013942","1"
"0x22013c03","1"
"0x22014002","1"
"0x22014103","1"
"0x22014130","1"
"0x22014142","2"
"0x22014860","1"
"0x22014900","1"
"0x22014902","1"
"0x22014c42","1"
"0x22014d10","1"
"0x22015021","1"
"0x22015103","1"
"0x22015420","1"
"0x22015812","1"
"0x22015902","1"
"0x22016010","1"
"0x22016110","1"
"0x22016520","1"
"0x22017403","1"
"0x22017543","1"
"0x22020012","1"
"0x22020042","1"
"0x22020050","1"
"0x22020111","1"
"0x22020141","1"
"0x22020162","1"
"0x22020400","1"
"0x22020410","1"
"0x22020541","1"
"0x22020c02","1"
"0x22020d51","1"
"0x22021002","1"
"0x22021003","1"
"0x22021022","1"
"0x22021050","1"
"0x22021073","1"
"0x22021100","1"
"0x22021130","1"
"0x22022101","1"
"0x22022143","1"
"0x22022900","1"
"0x22022953","1"
"0x22023400","1"
"0x22024022","1"
"0x22024101","1"
"0x22024133","1"
"0x22024143","1"
"0x22024500","1"
"0x22024901","1"
"0x22024953","1"
"0x22025000","1"
"0x22025812","1"
"0x22025831","1"
"0x22026002","1"
"0x22026111","1"
"0x22026401","1"
"0x22026500","1"
"0x22026502","1"
"0x22026900","1"
"0x22027912","1"
"0x22027d41","1"
"0x22028011","1"
"0x22028400","1"
"0x22029110","1"
"0x22030001","2"
"0x22030002","1"
"0x22030011","1"
"0x22030051","1"
"0x22030103","2"
"0x22030111","1"
"0x22030400","1"
"0x22030502","1"
"0x22030833","1"
"0x22030842","1"
"0x22030d60","1"
"0x22031002","1"
"0x22031400","1"
"0x22031403","1"
"0x22031550","1"
"0x22031563","1"
"0x22031910","1"
"0x22031c12","1"
"0x22031d41","1"
"0x22032101","1"
"0x22032102","1"
"0x22032463","1"
"0x22032500","1"
"0x22032560","1"
"0x22032850","1"
"0x22032860","1"
"0x22032d43","1"
"0x22033142","1"
"0x22033420","1"
"0x22033802","1"
"0x22033c60","1"
"0x22034021","1"
"0x22034031","1"
"0x22034061","1"
"0x22034103","1"
"0x22034122","2"
"0x22034140","1"
"0x22034523","1"
"0x22034532","1"
"0x22034840","1"
"0x22034842","1"
"0x22035442","1"
"0x22035512","1"
"0x22035853","1"
"0x22036120","1"
"0x22036910","1"
"0x22037043","1"
"0x2203a423","1"
"0x2203a501","1"
"0x2203c901","1"
"0x2203f151","1"
"0x22042","1"
"0x22103","1"
"0x22801","1"
"0x22840","1"
"0x22903","1"
"0x22c51","1"
"0x23000002","1"
"0x23000022","1"
"0x23000052","1"
"0x23000053","1"
"0x23000062","1"
"0x23000100","1"
"0x23000102","1"
"0x23000113","1"
"0x23000140","1"
"0x23000163","1"
"0x23000413","1"
"0x23000500","1"
"0x23000501","1"
"0x23000c12","1"
"0x23000c52","1"
"0x23001102","1"
"0x23001402","1"
"0x23001502","1"
"0x23002050","1"
"0x23002102","1"
"0x23002111","1"
"0x23002123","1"
"0x23002400","1"
"0x23002440","1"
"0x23002521","1"
"0x23002533","1"
"0x23002820","1"
"0x23002c50","1"
"0x23003000","1"
"0x23003002","1"
"0x23003123","1"
"0x23003d00","1"
"0x23004010","1"
"0x23004012","2"
"0x23004032","1"
"0x23004033","1"
"0x23004040","1"
"0x23004073","1"
"0x23004440","1"
"0x23004573","1"
"0x23005803","1"
"0x23005951","1"
"0x23006020","1"
"0x23006030","2"
"0x23006100","1"
"0x23006902","1"
"0x23007012","1"
"0x23010001","1"
"0x23010050","1"
"0x23010100","1"
"0x23010103","1"
"0x23010160","1"
"0x23010442","1"
"0x23010520","1"
"0x23010801","1"
"0x23010813","1"
"0x23010840","1"
"0x23010871","1"
"0x23010900","1"
"0x23010942","1"
"0x23011013","1"
"0x23011112","1"
"0x23011563","1"
"0x23011571","1"
"0x23011840","1"
"0x23011d30","1"
"0x23012110","1"
"0x23012500","1"
"0x23012513","1"
"0x23012950","1"
"0x23012c52","1"
"0x23013022","1"
"0x23013041","1"
"0x23013100","1"
"0x23013533","1"
"0x23013c42","1"
"0x23014041","1"
"0x23014043","1"
"0x23014103","1"
"0x23014140","1"
"0x23014143","2"
"0x23014411","1"
"0x23014422","1"
"0x23014520","1"
"0x23014532","1"
"0x23014822","1"
"0x23014910","1"
"0x23014c50","1"
"0x23014d03","1"
"0x23015002","1"
"0x23015421","1"
"0x23015501","1"
"0x23015503","1"
"0x23015542","1"
"0x23015932","1"
"0x23015941","1"
"0x23016120","1"
"0x23016400","1"
"0x23017401","1"
"0x2301b942","1"
"0x23020021","1"
"0x23020042","1"
"0x23020100","1"
"0x23020101","1"
"0x23020102","1"
"0x23020141","1"
"0x23020152","1"
"0x23020153","1"
"0x23020402","1"
"0x23020403","1"
"0x23020442","1"
"0x23020500","1"
"0x23020502","1"
"0x23020523","1"
"0x23020550","1"
"0x23020841","1"
"0x23020901","1"
"0x23021102","1"
"0x23021142","1"
"0x23021840","1"
"0x23021940","1"
"0x23022032","1"
"0x23022053","1"
"0x23022152","1"
"0x23022400","1"
"0x23022520","1"
"0x23022963","1"
"0x23022d43","1"
"0x23023021","1"
"0x23024022","1"
"0x23024042","1"
"0x23024921","1"
"0x23025142","1"
"0x23025800","1"
"0x23025900","1"
"0x23026140","1"
"0x23026141","1"
"0x23026573","1"
"0x23027941","1"
"0x2302ad03","1"
"0x2302c120","1"
"0x23030001","1"
"0x23030013","1"
"0x23030023","1"
"0x23030102","1"
"0x23030140","1"
"0x23030510","1"
"0x23030902","1"
"0x23031013","1"
"0x23031542","1"
"0x23031840","1"
"0x23031932","1"
"0x23032560","1"
"0x23032900","1"
"0x23032c50","1"
"0x23034000","2"
"0x23034002","2"
"0x23034043","1"
"0x23034100","1"
"0x23034113","1"
"0x23034802","1"
"0x23034923","1"
"0x23035823","1"
"0x23036030","1"
"0x23036101","1"
"0x23036172","1"
"0x23036813","1"
"0x23036851","1"
"0x23038142","1"
"0x23038462","1"
"0x2303a100","1"
"0x2303d050","1"
"0x23040","1"
"0x24000","1"
"0x24002","1"
"0x2403","1"
"0x24050","1"
"0x24102","1"
"0x24103","1"
"0x24110","1"
"0x24122","1"
"0x24141","1"
"0x24153","1"
"0x24422","1"
"0x24453","1"
"0x24530","1"
"0x24870","1"
"0x25053","1"
"0x25111","1"
"0x2512","1"
"0x25122","1"
"0x25142","1"
"0x2542","1"
"0x25500","1"
"0x26013","1"
"0x26460","1"
"0x26d72","1"
"0x27102","1"
"0x27511","1"
"0x2900","1"
"0x2c01","1"
"0x2c122","1"
"0x3000000","2"
"0x30000002","1"
"0x30000022","1"
"0x30000102","2"
"0x30000103","1"
"0x30000500","1"
"0x30000502","1"
"0x30000801","1"
"0x30000d13","1"
"0x30001003","1"
"0x3000101","1"
"0x3000102","4"
"0x30001033","1"
"0x30001122","1"
"0x30001133","1"
"0x30001163","1"
"0x3000123","1"
"0x3000140","1"
"0x3000161","1"
"0x30001842","1"
"0x30002020","1"
"0x30002022","1"
"0x30002140","1"
"0x30002150","1"
"0x30002501","1"
"0x30002510","1"
"0x30002820","1"
"0x30002842","1"
"0x30002853","1"
"0x30003","1"
"0x30003020","1"
"0x30003413","1"
"0x30004001","1"
"0x30004003","1"
"0x3000401","1"
"0x3000403","1"
"0x30004123","1"
"0x30004510","1"
"0x30004552","1"
"0x3000462","1"
"0x30004802","1"
"0x30004952","1"
"0x30004d43","1"
"0x3000503","1"
"0x30005030","1"
"0x30005102","1"
"0x3000523","1"
"0x30005560","1"
"0x30005903","1"
"0x30005d10","1"
"0x30006001","1"
"0x30006020","1"
"0x30006102","1"
"0x30006112","1"
"0x30006163","1"
"0x30006950","1"
"0x30007001","1"
"0x30007421","1"
"0x30007862","1"
"0x3000800","1"
"0x3000863","1"
"0x30009002","1"
"0x3000b112","1"
"0x3000c02","1"
"0x3000e432","1"
"0x30010","1"
"0x30010000","1"
"0x30010002","1"
"0x3001002","1"
"0x30010022","1"
"0x30010100","1"
"0x30010102","1"
"0x30010112","1"
"0x30010520","1"
"0x30010522","1"
"0x30010542","1"
"0x30010901","1"
"0x30010d21","1"
"0x30010d22","1"
"0x3001101","1"
"0x30011053","1"
"0x30011111","1"
"0x30011142","1"
"0x3001141","1"
"0x30011412","1"
"0x3001142","1"
"0x30011542","1"
"0x30012041","1"
"0x30012051","1"
"0x30012061","1"
"0x30012100","1"
"0x30012110","1"
"0x30012572","1"
"0x30012c03","1"
"0x30013c12","1"
"0x3001400","1"
"0x30014042","1"
"0x30014140","1"
"0x30014803","1"
"0x30014901","1"
"0x30014962","2"
"0x30015021","1"
"0x30015041","1"
"0x30015410","1"
"0x3001572","1"
"0x30016103","1"
"0x30016142","1"
"0x30016440","1"
"0x30016812","1"
"0x30017002","1"
"0x30017010","1"
"0x30017922","1"
"0x30017943","1"
"0x3001821","1"
"0x30018402","1"
"0x3001901","1"
"0x3001c403","1"
"0x3001d13","1"
"0x3001f062","1"
"0x30020002","1"
"0x30020042","1"
"0x30020052","1"
"0x30020103","1"
"0x30020131","1"
"0x30020141","1"
"0x3002021","1"
"0x30020401","1"
"0x30020522","1"
"0x30020540","1"
"0x30020553","1"
"0x30020802","1"
"0x30020831","1"
"0x30020841","1"
"0x30020c30","1"
"0x30020d50","1"
"0x3002102","1"
"0x3002111","1"
"0x30021151","1"
"0x3002153","1"
"0x30021862","1"
"0x30022020","1"
"0x30022120","1"
"0x30022123","1"
"0x30022801","1"
"0x30022951","1"
"0x30022d11","1"
"0x30023003","1"
"0x30023123","1"
"0x30023900","1"
"0x30023c22","1"
"0x30024002","1"
"0x30024003","1"
"0x30024043","1"
"0x30024101","1"
"0x30024102","1"
"0x30024141","1"
"0x30024153","1"
"0x30024162","1"
"0x3002421","1"
"0x30024402","1"
"0x30024403","1"
"0x3002513","1"
"0x30025522","1"
"0x30025c00","1"
"0x30025d52","1"
"0x30026022","1"
"0x30026403","1"
"0x30027020","1"
"0x30027512","1"
"0x3002802","1"
"0x3002953","1"
"0x30029901","1"
"0x3002a440","1"
"0x3002d412","1"
"0x30030000","1"
"0x30030010","1"
"0x30030013","1"
"0x30030060","1"
"0x30030103","1"
"0x30030110","1"
"0x30030142","1"
"0x30030533","1"
"0x30030562","1"
"0x30030563","1"
"0x30030823","1"
"0x30030c40","1"
"0x30031020","1"
"0x30031021","1"
"0x30031052","1"
"0x30031103","1"
"0x30031123","1"
"0x30031552","1"
"0x30031902","1"
"0x30031d03","1"
"0x30032810","1"
"0x30032842","1"
"0x30032d41","1"
"0x30033","1"
"0x30033452","1"
"0x30033961","1"
"0x30033d51","1"
"0x30034021","1"
"0x30034023","1"
"0x30034112","1"
"0x30034130","2"
"0x30034131","1"
"0x30034141","1"
"0x3003420","1"
"0x3003430","1"
"0x30035031","1"
"0x30035110","1"
"0x30035412","1"
"0x30035842","1"
"0x30035953","1"
"0x30036002","1"
"0x30036520","1"
"0x30036541","1"
"0x30036801","1"
"0x30037001","1"
"0x30037501","1"
"0x30037820","1"
"0x3003c831","1"
"0x30040","1"
"0x3004000","1"
"0x3004042","1"
"0x3004102","2"
"0x3004143","1"
"0x3004161","1"
"0x3004410","1"
"0x3004440","1"
"0x3004562","1"
"0x3004801","1"
"0x3004902","1"
"0x3004963","1"
"0x30050","1"
"0x3005002","1"
"0x3005003","1"
"0x30051","1"
"0x3005842","1"
"0x3005940","1"
"0x3006042","1"
"0x3006102","1"
"0x3006123","1"
"0x3007001","1"
"0x3007113","1"
"0x3007852","1"
"0x3008112","1"
"0x3010001","1"
"0x3010002","1"
"0x3010003","1"
"0x3010060","1"
"0x3010123","1"
"0x3010131","1"
"0x3010141","1"
"0x3010142","1"
"0x3010150","2"
"0x3010403","1"
"0x3010433","1"
"0x3010443","1"
"0x3010451","1"
"0x3010502","1"
"0x3010802","1"
"0x3010813","1"
"0x3010902","1"
"0x3010d40","1"
"0x3010d42","1"
"0x3011001","1"
"0x3011002","1"
"0x3011022","1"
"0x3011040","1"
"0x30113","1"
"0x3011513","1"
"0x3011903","1"
"0x3011d70","1"
"0x3012002","1"
"0x3012032","1"
"0x30121","1"
"0x3012170","1"
"0x3012440","1"
"0x3012902","1"
"0x3012c41","1"
"0x3013903","1"
"0x3013912","1"
"0x3013943","1"
"0x3014003","2"
"0x3014040","1"
"0x3014042","1"
"0x3014110","1"
"0x3014112","1"
"0x30142","1"
"0x3014803","1"
"0x3014c42","1"
"0x3015002","1"
"0x3016021","1"
"0x3016142","1"
"0x3016c01","1"
"0x3017012","1"
"0x3017120","1"
"0x3017911","1"
"0x3018020","1"
"0x301c462","1"
"0x3020000","1"
"0x3020063","1"
"0x3020100","1"
"0x3020130","1"
"0x3020140","1"
"0x3020143","1"
"0x3020402","1"
"0x3020502","1"
"0x3020503","1"
"0x3020510","1"
"0x3020512","1"
"0x3020d53","1"
"0x3021013","1"
"0x3021020","1"
"0x3021111","1"
"0x3021162","1"
"0x3021400","1"
"0x3021841","1"
"0x3021853","1"
"0x3022011","1"
"0x3022021","1"
"0x3022022","1"
"0x3022112","1"
"0x3022163","1"
"0x3022433","1"
"0x3022541","1"
"0x3022803","1"
"0x3022c33","1"
"0x3023013","1"
"0x3023103","1"
"0x3023403","1"
"0x3023d23","1"
"0x3024003","1"
"0x3024022","1"
"0x3024101","1"
"0x3024112","1"
"0x3024140","1"
"0x3024162","1"
"0x3024400","1"
"0x3024422","1"
"0x3024502","1"
"0x3024842","1"
"0x3024903","1"
"0x3024d53","1"
"0x3025002","1"
"0x3025c52","1"
"0x3026043","1"
"0x3026072","1"
"0x3026100","1"
"0x3026101","1"
"0x3026822","1"
"0x3026853","1"
"0x3026860","1"
"0x3026c01","1"
"0x3026c62","1"
"0x3030000","1"
"0x3030012","1"
"0x3030100","1"
"0x3030103","1"
"0x3030111","1"
"0x3030142","1"
"0x3030561","1"
"0x3030902","1"
"0x3030930","1"
"0x3030941","1"
"0x3031012","1"
"0x3031102","1"
"0x3031103","1"
"0x3031852","1"
"0x3032010","1"
"0x3032041","1"
"0x3032042","1"
"0x3032123","1"
"0x3032901","1"
"0x3032d20","1"
"0x3033043","1"
"0x3033100","1"
"0x3033911","1"
"0x3034002","1"
"0x3034031","1"
"0x3034051","1"
"0x3034052","1"
"0x3034071","1"
"0x3034103","1"
"0x3034112","1"
"0x3034131","1"
"0x3034411","1"
"0x3034440","1"
"0x3034522","1"
"0x3034820","1"
"0x3034922","1"
"0x3034c42","1"
"0x3035833","1"
"0x3035842","1"
"0x3035961","1"
"0x3036043","1"
"0x3036140","1"
"0x3036912","1"
"0x3036c73","1"
"0x3036d12","1"
"0x3037172","1"
"0x3037942","1"
"0x303a000","1"
"0x303a151","1"
"0x30440","1"
"0x30512","1"
"0x30522","1"
"0x30802","1"
"0x30803","1"
"0x30903","1"
"0x30923","1"
"0x30940","2"
"0x30941","1"
"0x30d12","1"
"0x3100","1"
"0x31000042","1"
"0x31000100","1"
"0x31000101","1"
"0x31000502","1"
"0x31000550","1"
"0x31000803","1"
"0x31000842","1"
"0x31000d13","1"
"0x31002022","1"
"0x31002040","1"
"0x31002100","1"
"0x31002103","1"
"0x31002153","1"
"0x31002540","1"
"0x31002832","1"
"0x31002941","1"
"0x31003502","1"
"0x31003802","1"
"0x31004000","1"
"0x31004001","1"
"0x31004043","1"
"0x31004062","1"
"0x31004110","1"
"0x31004140","1"
"0x31004402","1"
"0x31004512","1"
"0x31004523","1"
"0x31004813","1"
"0x31004821","1"
"0x31004822","1"
"0x31004903","2"
"0x31004941","1"
"0x31005153","1"
"0x31005403","1"
"0x31005922","1"
"0x31005d01","1"
"0x31006022","1"
"0x31006463","1"
"0x31006540","2"
"0x31006861","1"
"0x31006931","1"
"0x31007140","1"
"0x31007142","1"
"0x31007d21","1"
"0x3100d843","1"
"0x31010011","1"
"0x31010023","1"
"0x31010041","1"
"0x31010100","1"
"0x31010102","1"
"0x31010123","1"
"0x31010143","1"
"0x31010850","1"
"0x31010900","1"
"0x31010c23","1"
"0x31010d42","1"
"0x31011001","1"
"0x31011561","1"
"0x31012113","1"
"0x31012143","1"
"0x31012802","1"
"0x31012840","1"
"0x31012932","1"
"0x31013d03","1"
"0x31014100","1"
"0x31014111","1"
"0x31014133","1"
"0x31014141","1"
"0x31014840","2"
"0x31015851","1"
"0x31015d02","1"
"0x31016000","1"
"0x31016102","2"
"0x31016152","1"
"0x31016170","1"
"0x31016460","1"
"0x31016522","1"
"0x31016d41","1"
"0x31017030","1"
"0x31017172","1"
"0x3101a043","1"
"0x3101b021","1"
"0x3101c020","1"
"0x3102","1"
"0x31020113","1"
"0x31020142","1"
"0x31020153","1"
"0x31020172","1"
"0x31020423","1"
"0x31020500","1"
"0x31020802","1"
"0x31020803","1"
"0x31020811","1"
"0x31020942","1"
"0x31020952","1"
"0x31020d41","1"
"0x31021400","1"
"0x31021931","1"
"0x31021d03","1"
"0x31022042","1"
"0x31022121","1"
"0x31022140","1"
"0x31022551","1"
"0x31022d43","1"
"0x31023810","1"
"0x31023812","1"
"0x31024000","1"
"0x31024020","1"
"0x31024052","1"
"0x31024060","1"
"0x31024112","1"
"0x31024142","1"
"0x31024152","1"
"0x31024441","1"
"0x31024443","1"
"0x31024451","1"
"0x31024500","2"
"0x31024512","1"
"0x31024523","1"
"0x31024802","1"
"0x31024951","1"
"0x31024c00","1"
"0x31024c11","1"
"0x31026033","1"
"0x31026151","1"
"0x31026812","1"
"0x31026902","1"
"0x31027812","1"
"0x31028140","1"
"0x3102e843","1"
"0x31030102","1"
"0x31030110","1"
"0x31030122","1"
"0x31030141","1"
"0x31030152","1"
"0x31030441","1"
"0x31030540","1"
"0x31030801","1"
"0x31031003","2"
"0x31031403","1"
"0x31032030","1"
"0x31032062","1"
"0x31032431","1"
"0x31032873","1"
"0x31032901","1"
"0x31032d00","1"
"0x31033110","1"
"0x31033143","1"
"0x31033950","1"
"0x31033951","1"
"0x31033c53","1"
"0x31034012","1"
"0x31034031","1"
"0x31034042","1"
"0x31034103","1"
"0x31034141","1"
"0x31034142","1"
"0x31034151","1"
"0x31034410","1"
"0x31034500","1"
"0x31034523","1"
"0x31034843","1"
"0x31035021","1"
"0x31035142","1"
"0x31035940","1"
"0x31036000","1"
"0x31036002","1"
"0x31036112","1"
"0x31036940","1"
"0x3103a101","1"
"0x31101","1"
"0x3120","1"
"0x31400","1"
"0x31851","1"
"0x31901","1"
"0x32000053","1"
"0x32000102","1"
"0x32000103","1"
"0x32000161","1"
"0x32000412","1"
"0x32000522","1"
"0x32000843","1"
"0x32000872","1"
"0x32000900","1"
"0x32000910","1"
"0x32000923","1"
"0x32000c11","1"
"0x32000c42","1"
"0x32000d01","1"
"0x32001101","1"
"0x32001111","1"
"0x32001141","1"
"0x32001143","1"
"0x32002140","1"
"0x32002142","1"
"0x32002143","1"
"0x32002150","1"
"0x32002850","1"
"0x32002d01","1"
"0x32003011","1"
"0x32003041","1"
"0x32003402","1"
"0x32004101","2"
"0x32004102","1"
"0x32004142","2"
"0x32004143","2"
"0x32004162","1"
"0x32004801","1"
"0x32004922","1"
"0x32004d01","1"
"0x32005402","1"
"0x32005462","1"
"0x32005500","1"
"0x32005540","1"
"0x32005c23","2"
"0x32006001","1"
"0x32006021","1"
"0x32007833","1"
"0x3200c941","1"
"0x32010012","1"
"0x32010020","1"
"0x32010032","1"
"0x32010040","1"
"0x32010141","1"
"0x32010151","1"
"0x32010160","1"
"0x32010540","1"
"0x32010541","1"
"0x32010901","1"
"0x32010911","1"
"0x32010c41","1"
"0x32010d13","1"
"0x32011042","1"
"0x32011442","1"
"0x32011950","1"
"0x32012000","1"
"0x32012111","1"
"0x32012133","1"
"0x32012142","1"
"0x32012153","1"
"0x32012871","1"
"0x32012903","1"
"0x32013002","1"
"0x32013071","1"
"0x32013102","1"
"0x32013400","1"
"0x32013842","2"
"0x32014001","2"
"0x32014003","2"
"0x32014023","1"
"0x32014033","1"
"0x32014102","1"
"0x32014151","1"
"0x32014512","1"
"0x32014542","1"
"0x32014900","1"
"0x32014960","1"
"0x32014c43","1"
"0x32015002","1"
"0x32015121","1"
