"Measurement outcome","Frequency"
"0x32015472","1"
"0x32015841","1"
"0x32016071","1"
"0x32016110","1"
"0x32016142","1"
"0x32018043","1"
"0x32018401","1"
"0x32018d02","1"
"0x32020000","1"
"0x32020002","1"
"0x32020010","1"
"0x32020020","1"
"0x32020030","1"
"0x32020053","1"
"0x32020133","1"
"0x32020462","1"
"0x32020510","1"
"0x32020530","1"
"0x32020802","1"
"0x32020920","1"
"0x32020922","1"
"0x32020d43","1"
"0x32020d53","1"
"0x32021","1"
"0x32021002","1"
"0x32021150","1"
"0x32021952","1"
"0x32022","1"
"0x32022152","1"
"0x32022501","1"
"0x32022802","1"
"0x32023100","1"
"0x32024141","1"
"0x32024151","1"
"0x32024153","1"
"0x32024420","1"
"0x32024460","1"
"0x32024501","1"
"0x32024820","1"
"0x32024931","1"
"0x32025100","1"
"0x32025101","2"
"0x32025142","1"
"0x32025853","1"
"0x32025950","1"
"0x32026532","1"
"0x32026802","1"
"0x32027812","1"
"0x32027900","1"
"0x3202e852","1"
"0x3202e901","1"
"0x32030003","1"
"0x32030010","1"
"0x32030012","1"
"0x32030102","1"
"0x32030103","1"
"0x32030120","1"
"0x32030800","2"
"0x32030802","1"
"0x32030902","1"
"0x32030920","1"
"0x32030933","1"
"0x32030952","1"
"0x32030d02","1"
"0x32031102","1"
"0x32031400","1"
"0x32031c71","1"
"0x32032501","1"
"0x32033000","1"
"0x32033103","1"
"0x32034102","1"
"0x32035011","1"
"0x32035920","1"
"0x32036002","1"
"0x32036103","2"
"0x32036413","1"
"0x32038050","1"
"0x32038442","1"
"0x32039510","1"
"0x32120","1"
"0x32440","2"
"0x32833","1"
"0x32911","1"
"0x32943","1"
"0x32d21","1"
"0x33000000","1"
"0x33000001","1"
"0x33000100","2"
"0x33000113","1"
"0x33000141","1"
"0x33000142","1"
"0x33000151","1"
"0x33000500","1"
"0x33000502","2"
"0x33000503","1"
"0x33000810","1"
"0x33000903","1"
"0x33000c03","1"
"0x33000c21","1"
"0x33000c51","1"
"0x33001052","1"
"0x33001120","1"
"0x33001153","1"
"0x33001803","2"
"0x33001913","1"
"0x33001960","1"
"0x33001c41","1"
"0x33001d20","1"
"0x33002001","1"
"0x33002011","1"
"0x33002033","1"
"0x33002162","1"
"0x33002423","1"
"0x33002502","1"
"0x33002510","1"
"0x33002543","1"
"0x33002900","1"
"0x33002903","1"
"0x33003160","1"
"0x33003442","1"
"0x33004021","1"
"0x33004110","1"
"0x33005001","1"
"0x33005073","1"
"0x33005141","1"
"0x33005c00","1"
"0x33005c03","1"
"0x33006103","1"
"0x33006143","1"
"0x33007013","1"
"0x33007922","1"
"0x3300a150","1"
"0x3300c042","1"
"0x3300e041","1"
"0x3300ed32","1"
"0x33010010","1"
"0x33010013","1"
"0x33010020","1"
"0x33010022","1"
"0x33010043","1"
"0x33010063","1"
"0x33010143","1"
"0x33010150","1"
"0x33010160","1"
"0x33010433","1"
"0x33010441","1"
"0x33010453","1"
"0x33010502","1"
"0x33010803","2"
"0x33010862","1"
"0x33010902","1"
"0x33010941","1"
"0x33010c00","1"
"0x33010c01","1"
"0x33010d03","1"
"0x33010d31","1"
"0x33011072","1"
"0x33011811","1"
"0x33011852","1"
"0x33011c22","1"
"0x33012040","1"
"0x33012142","1"
"0x33012422","1"
"0x33012443","1"
"0x33012950","1"
"0x33012c70","1"
"0x33012d63","1"
"0x33014002","1"
"0x33014101","1"
"0x33014110","1"
"0x33014122","1"
"0x33014411","1"
"0x33014553","1"
"0x33014801","1"
"0x33014d10","1"
"0x33015440","1"
"0x33015460","1"
"0x33016023","1"
"0x33016100","1"
"0x33016931","1"
"0x33017113","1"
"0x3301a070","1"
"0x33020002","1"
"0x33020050","1"
"0x33020062","1"
"0x33020100","1"
"0x33020161","1"
"0x33020400","1"
"0x33020911","1"
"0x33021103","1"
"0x33021112","1"
"0x33021142","1"
"0x33021422","1"
"0x33021c00","1"
"0x33022123","1"
"0x33022143","1"
"0x33022510","1"
"0x33022812","1"
"0x33022943","1"
"0x33022d02","1"
"0x33023002","1"
"0x33023142","1"
"0x33023d02","1"
"0x33024002","1"
"0x33024023","1"
"0x33024113","1"
"0x33024133","1"
"0x33024141","1"
"0x33024142","1"
"0x33024412","1"
"0x33024451","1"
"0x33024500","1"
"0x33024801","1"
"0x33024900","1"
"0x33025002","1"
"0x33025401","1"
"0x33026112","1"
"0x33026132","1"
"0x33026161","1"
"0x33026551","1"
"0x33026901","1"
"0x33026d32","1"
"0x33027061","1"
"0x33027110","1"
"0x33027840","1"
"0x33027902","1"
"0x33028000","1"
"0x33028163","1"
"0x3302a822","1"
"0x33030150","1"
"0x33030171","1"
"0x33030450","1"
"0x33030c11","1"
"0x33030c51","1"
"0x33030d00","1"
"0x33030d53","1"
"0x33030d62","1"
"0x33031013","1"
"0x33031102","1"
"0x33031151","1"
"0x33031400","1"
"0x33032130","1"
"0x33032142","1"
"0x33032462","1"
"0x33032501","1"
"0x33032922","1"
"0x33033102","1"
"0x33033431","1"
"0x33034000","1"
"0x33034141","1"
"0x33034432","1"
"0x33034860","1"
"0x33035102","1"
"0x33035111","1"
"0x33035933","1"
"0x33036140","1"
"0x33036153","1"
"0x33036401","1"
"0x33037402","1"
"0x33037913","1"
"0x3303d100","1"
"0x3303dd43","1"
"0x33972","1"
"0x34040","1"
"0x34052","1"
"0x34102","1"
"0x34143","1"
"0x34503","1"
"0x34540","1"
"0x34803","1"
"0x34811","1"
"0x34911","1"
"0x34920","1"
"0x34940","1"
"0x34952","1"
"0x35003","2"
"0x35032","1"
"0x35570","1"
"0x36000","1"
"0x36103","1"
"0x36512","1"
"0x36c40","1"
"0x37402","1"
"0x37412","1"
"0x37800","1"
"0x3d00","1"
"0x40","1"
"0x40000000","2"
"0x40000003","1"
"0x40000011","1"
"0x40000033","1"
"0x40000043","2"
"0x40000072","1"
"0x40000112","1"
"0x40000401","1"
"0x40000403","1"
"0x40000413","1"
"0x40000421","1"
"0x40000440","1"
"0x40000501","1"
"0x40000510","1"
"0x40000801","2"
"0x40000802","1"
"0x40000842","1"
"0x40000843","1"
"0x40000c73","1"
"0x40000d10","1"
"0x40001023","1"
"0x40001052","1"
"0x40001101","1"
"0x40001110","1"
"0x40001142","1"
"0x40001143","1"
"0x40001400","1"
"0x40001920","1"
"0x40002000","1"
"0x40002002","1"
"0x40002112","1"
"0x40002142","1"
"0x40002143","1"
"0x40002801","1"
"0x40002862","1"
"0x40002901","1"
"0x40002902","1"
"0x40003001","1"
"0x40004043","1"
"0x40004060","1"
"0x40004070","1"
"0x40004101","1"
"0x40004152","1"
"0x40004170","1"
"0x40004521","1"
"0x40004531","1"
"0x40005010","1"
"0x40005053","1"
"0x40005403","1"
"0x40005542","1"
"0x40005912","1"
"0x40005c03","1"
"0x40006023","1"
"0x40006060","1"
"0x40006101","1"
"0x40006123","1"
"0x40006c33","1"
"0x40007503","1"
"0x40010010","1"
"0x40010052","1"
"0x40010060","1"
"0x40010100","2"
"0x40010113","1"
"0x40010120","1"
"0x40010143","1"
"0x40010152","1"
"0x40010402","1"
"0x40010502","1"
"0x40010560","1"
"0x40010800","1"
"0x40011920","1"
"0x40012110","1"
"0x40012111","1"
"0x40012913","1"
"0x40013521","1"
"0x40013552","1"
"0x40013812","1"
"0x40013d73","1"
"0x40014002","1"
"0x40014040","1"
"0x40014043","1"
"0x40014111","1"
"0x40014500","1"
"0x40014560","1"
"0x40014840","1"
"0x40014843","1"
"0x40014d03","1"
"0x40015803","1"
"0x40015823","1"
"0x40015851","1"
"0x40016002","1"
"0x40016012","1"
"0x40016400","1"
"0x40016513","1"
"0x40016c21","1"
"0x40017122","1"
"0x40017d42","1"
"0x4001c102","1"
"0x40020013","1"
"0x40020101","1"
"0x40020103","2"
"0x40020113","1"
"0x40020122","1"
"0x40020543","1"
"0x40020901","1"
"0x40020910","1"
"0x40020953","1"
"0x40020c50","1"
"0x40021002","1"
"0x40021133","1"
"0x40021140","1"
"0x40021141","1"
"0x40021152","1"
"0x40021960","1"
"0x40022002","1"
"0x40022061","1"
"0x40022103","1"
"0x40022143","1"
"0x40023143","1"
"0x40024000","1"
"0x40024023","1"
"0x40024100","1"
"0x40024122","1"
"0x40024132","1"
"0x40024422","1"
"0x40024452","1"
"0x40024510","1"
"0x40024802","1"
"0x40024862","1"
"0x40024931","1"
"0x40024d40","1"
"0x40024d53","1"
"0x40025043","1"
"0x40025052","1"
"0x40025111","1"
"0x40025141","1"
"0x40026003","1"
"0x40026011","1"
"0x40026163","2"
"0x40026410","1"
"0x40026551","1"
"0x40026d01","1"
"0x4002a102","1"
"0x40030000","1"
"0x40030013","1"
"0x40030040","1"
"0x40030141","1"
"0x40030171","1"
"0x40030800","1"
"0x40030812","1"
"0x40030c51","1"
"0x40031001","1"
"0x40031031","2"
"0x40031103","1"
"0x40031850","1"
"0x40031962","1"
"0x40032061","1"
"0x40032110","1"
"0x40032112","1"
"0x40032403","1"
"0x40032d41","1"
"0x40034031","1"
"0x40034461","1"
"0x40034552","1"
"0x40034c13","1"
"0x40035012","1"
"0x40035110","1"
"0x40035410","1"
"0x40035d02","1"
"0x40036062","1"
"0x40036111","1"
"0x40036140","1"
"0x40036842","1"
"0x40036910","1"
"0x40037940","1"
"0x4003e110","1"
"0x4013","2"
"0x4023","1"
"0x4043","1"
"0x4061","1"
"0x41000001","1"
"0x41000011","1"
"0x41000012","1"
"0x41000041","1"
"0x41000103","1"
"0x41000110","2"
"0x41000113","1"
"0x41000403","1"
"0x41000501","1"
"0x41000512","1"
"0x41000513","1"
"0x41000520","1"
"0x41000563","1"
"0x41000800","1"
"0x41000900","1"
"0x41000912","1"
"0x41000940","1"
"0x41000c42","1"
"0x41000d00","1"
"0x41001101","1"
"0x41001141","1"
"0x41001821","1"
"0x41002010","1"
"0x41002102","1"
"0x41002113","1"
"0x41002120","1"
"0x41002553","1"
"0x41003942","1"
"0x41004001","1"
"0x41004003","1"
"0x41004023","1"
"0x41004141","2"
"0x41004163","1"
"0x41004403","1"
"0x41004410","2"
"0x41004440","1"
"0x41004530","1"
"0x41004541","1"
"0x41004d02","1"
"0x41005152","1"
"0x41005c43","1"
"0x41005d41","1"
"0x41006041","1"
"0x41006562","1"
"0x41006802","1"
"0x41007400","1"
"0x41007413","1"
"0x41007910","1"
"0x41008142","1"
"0x4100a002","1"
"0x4100c843","1"
"0x41010012","1"
"0x41010043","1"
"0x41010101","1"
"0x41010103","1"
"0x41010130","1"
"0x41010133","1"
"0x41010141","1"
"0x41010163","1"
"0x41010440","1"
"0x41010502","1"
"0x41010823","1"
"0x41011000","1"
"0x41011113","1"
"0x41012033","1"
"0x41012040","1"
"0x41012102","1"
"0x41012140","1"
"0x41012153","1"
"0x41012530","1"
"0x41012811","1"
"0x41012c62","1"
"0x41013542","1"
"0x41014011","1"
"0x41014021","1"
"0x41014102","1"
"0x41014131","1"
"0x41014142","1"
"0x41014412","1"
"0x41014422","1"
"0x41014811","1"
"0x41014841","1"
"0x41014911","1"
"0x41014c22","1"
"0x41014d40","1"
"0x41014d42","1"
"0x41015022","1"
"0x41015801","1"
"0x41016001","1"
"0x41016003","1"
"0x41016102","1"
"0x41016843","1"
"0x41017500","1"
"0x41018010","1"
"0x4102","1"
"0x41020000","1"
"0x41020001","1"
"0x41020002","2"
"0x41020040","1"
"0x41020100","1"
"0x41020103","1"
"0x41020113","1"
"0x41020132","1"
"0x41020403","1"
"0x41020502","1"
"0x41020503","1"
"0x41020810","1"
"0x41020833","1"
"0x41020943","1"
"0x41021000","1"
"0x41021032","1"
"0x41021052","1"
"0x41021101","1"
"0x41021103","1"
"0x41021143","1"
"0x41021812","1"
"0x41021840","1"
"0x41021901","1"
"0x41021953","1"
"0x41022070","1"
"0x41022102","1"
"0x41022401","1"
"0x41022411","1"
"0x41022423","1"
"0x41022801","1"
"0x41023410","1"
"0x41023800","1"
"0x41023910","1"
"0x41024001","1"
"0x41024003","1"
"0x41024040","1"
"0x41024142","1"
"0x41024162","1"
"0x41024163","1"
"0x41024520","1"
"0x41024522","1"
"0x41024810","1"
"0x41024851","1"
"0x41024852","1"
"0x41024c02","1"
"0x41025120","1"
"0x41025142","1"
"0x41025900","1"
"0x41026053","1"
"0x41026060","1"
"0x41026172","1"
"0x41026403","1"
"0x41026500","1"
"0x41027023","1"
"0x41027150","1"
"0x41027400","1"
"0x41027403","1"
"0x4102a102","1"
"0x4102a910","1"
"0x4102d440","1"
"0x4102dc13","1"
"0x4103","1"
"0x41030002","1"
"0x41030102","1"
"0x41030121","1"
"0x41030130","2"
"0x41030142","1"
"0x41030801","1"
"0x41030913","1"
"0x41031122","1"
"0x41031902","1"
"0x41031912","1"
"0x41032000","1"
"0x41032112","1"
"0x41032122","1"
"0x41032401","1"
"0x41032420","1"
"0x41032503","1"
"0x41032952","1"
"0x41033d03","1"
"0x41034013","1"
"0x41034042","1"
"0x41034062","1"
"0x41034110","1"
"0x41034121","1"
"0x41034122","1"
"0x41034162","1"
"0x41034413","1"
"0x41034443","1"
"0x41034470","1"
"0x41034502","1"
"0x41034511","1"
"0x41034543","1"
"0x41035012","1"
"0x41035113","1"
"0x41035913","1"
"0x41036012","1"
"0x41036013","1"
"0x41036032","1"
"0x41036101","1"
"0x41036143","1"
"0x41036153","1"
"0x41036441","1"
"0x41036902","1"
"0x41036951","1"
"0x41037801","1"
"0x41037903","1"
"0x4103ad02","1"
"0x4103b900","1"
"0x42000003","2"
"0x42000010","2"
"0x42000011","1"
"0x42000020","1"
"0x42000030","1"
"0x42000040","2"
"0x42000050","1"
"0x42000063","1"
"0x42000100","1"
"0x42000103","1"
"0x42000112","1"
"0x42000113","1"
"0x42000143","1"
"0x42000412","1"
"0x42000473","1"
"0x42000502","1"
"0x42000511","1"
"0x42000530","1"
"0x42000900","1"
"0x42000901","1"
"0x42000c12","1"
"0x42000c22","1"
"0x42001000","1"
"0x42001110","1"
"0x42001121","1"
"0x42001122","1"
"0x42001400","1"
"0x42001551","1"
"0x42001570","1"
"0x42001900","1"
"0x42001c42","1"
"0x42002040","1"
"0x42002042","1"
"0x42002063","1"
"0x42002100","1"
"0x42002101","1"
"0x42002102","1"
"0x42002160","1"
"0x42002800","1"
"0x42002802","1"
"0x42002843","1"
"0x42003000","1"
"0x42003140","1"
"0x42003412","1"
"0x42004002","1"
"0x42004100","1"
"0x42004142","2"
"0x42004143","1"
"0x42004173","1"
"0x42004413","1"
"0x42004452","1"
"0x42004810","1"
"0x42004d21","1"
"0x42005500","2"
"0x42006102","1"
"0x42006110","1"
"0x42006132","1"
"0x4200c163","1"
"0x4200c840","1"
"0x42010041","1"
"0x42010051","1"
"0x42010052","1"
"0x42010103","1"
"0x42010140","1"
"0x42010151","1"
"0x42010402","1"
"0x42010410","1"
"0x42010903","1"
"0x42010943","1"
"0x42010952","1"
"0x42010d41","1"
"0x42011141","1"
"0x42011900","1"
"0x42012041","1"
"0x42012450","1"
"0x42012461","1"
"0x42012522","1"
"0x42012801","1"
"0x42013540","1"
"0x42014001","1"
"0x42014033","1"
"0x42014040","1"
"0x42014043","1"
"0x42014150","1"
"0x42014402","1"
"0x42014841","1"
"0x42015002","1"
"0x42015011","1"
"0x42015112","1"
"0x42015863","1"
"0x42016063","1"
"0x42016103","1"
"0x42016111","1"
"0x42016422","1"
"0x42016500","1"
"0x42017152","1"
"0x42017521","1"
"0x42020000","1"
"0x42020013","2"
"0x42020020","1"
"0x42020070","1"
"0x42020421","1"
"0x42020453","1"
"0x42020500","1"
"0x42020542","1"
"0x42020810","1"
"0x42020842","1"
"0x42020c62","1"
"0x42020d51","1"
"0x42020d60","1"
"0x42021011","1"
"0x42021042","1"
"0x42021053","1"
"0x42021503","1"
"0x42021813","1"
"0x42021860","1"
"0x42022022","1"
"0x42022103","1"
"0x42022503","1"
"0x42022812","1"
"0x42022872","1"
"0x42022942","1"
"0x42022960","1"
"0x42023423","1"
"0x42023c20","1"
"0x42024043","1"
"0x42024101","1"
"0x42024463","1"
"0x42024823","1"
"0x42024942","1"
"0x42024c20","1"
"0x42024d43","1"
"0x42025120","1"
"0x42025832","1"
"0x42025900","1"
"0x42026003","1"
"0x42026013","1"
"0x42026043","1"
"0x42026063","1"
"0x42026103","1"
"0x42026120","1"
"0x42026140","1"
"0x42026161","1"
"0x42026562","1"
"0x42026800","1"
"0x42026802","1"
"0x42027510","1"
"0x42027d12","1"
"0x42028141","1"
"0x42030040","1"
"0x42030050","2"
"0x42030102","1"
"0x42030103","1"
"0x42030132","1"
"0x42030152","1"
"0x42030412","1"
"0x42030553","1"
"0x42030811","1"
"0x42030822","1"
"0x42030900","1"
"0x42030902","1"
"0x42030961","1"
"0x42030c63","1"
"0x42030d70","1"
"0x42031003","1"
"0x42031010","1"
"0x42031143","1"
"0x42031420","1"
"0x42031853","1"
"0x42031d70","1"
"0x42032101","1"
"0x42032140","2"
"0x42032422","1"
"0x42032572","1"
"0x42032c10","1"
"0x42033512","1"
"0x42033573","1"
"0x42034002","1"
"0x42034110","3"
"0x42034141","1"
"0x42034413","1"
"0x42034423","1"
"0x42034501","1"
"0x42034503","1"
"0x42034522","1"
"0x42034913","1"
"0x42034950","1"
"0x42034d40","1"
"0x42035031","1"
"0x42035033","1"
"0x42035161","1"
"0x42036120","1"
"0x42036142","2"
"0x42036400","1"
"0x42036540","1"
"0x42036921","1"
"0x42038101","1"
"0x42038401","1"
"0x4203a030","1"
"0x43","2"
"0x43000000","1"
"0x43000013","1"
"0x43000041","1"
"0x43000110","1"
"0x43000163","1"
"0x43000440","1"
"0x43000512","1"
"0x43000832","1"
"0x43000900","1"
"0x43001012","1"
"0x43001031","1"
"0x43001113","1"
"0x43001541","1"
"0x43001903","1"
"0x43001921","1"
"0x43001c21","1"
"0x43002042","1"
"0x43002140","1"
"0x43002451","1"
"0x43002551","1"
"0x43002953","1"
"0x43002c00","1"
"0x43003143","1"
"0x43003520","1"
"0x43003802","1"
"0x43003813","1"
"0x43003852","1"
"0x43004001","1"
"0x43004003","1"
"0x43004012","1"
"0x43004020","1"
"0x43004031","1"
"0x43004041","1"
"0x43004123","1"
"0x43004142","1"
"0x43004171","1"
"0x43004420","1"
"0x43004421","1"
"0x43004443","1"
"0x43004501","1"
"0x43004820","1"
"0x43005041","1"
"0x43005d13","1"
"0x43006102","1"
"0x43006401","1"
"0x43006420","1"
"0x43006501","2"
"0x43006812","1"
"0x43007511","1"
"0x43008030","1"
"0x43008120","1"
"0x43010000","1"
"0x43010002","1"
"0x43010010","1"
"0x43010022","1"
"0x43010102","1"
"0x43010142","1"
"0x43010150","1"
"0x43010412","1"
"0x43010442","1"
"0x43010500","1"
"0x43010870","1"
"0x43010901","1"
"0x43010941","1"
"0x43010c21","1"
"0x43010d72","1"
"0x43011053","1"
"0x43011103","1"
"0x43011152","1"
"0x43011863","1"
"0x43011903","1"
"0x43011921","1"
"0x43012043","1"
"0x43012112","1"
"0x43012903","1"
"0x43012c21","1"
"0x43013101","1"
"0x43013c71","1"
"0x43014000","1"
"0x43014003","1"
"0x43014103","2"
"0x43014131","1"
"0x43014142","1"
"0x43014522","2"
"0x43014901","1"
"0x43015100","1"
"0x43015101","1"
"0x43015151","1"
"0x43016101","1"
"0x43017d33","1"
"0x43018101","1"
"0x43019c41","1"
"0x43020000","1"
"0x43020013","1"
"0x43020032","1"
"0x43020050","1"
"0x43020051","1"
"0x43020052","1"
"0x43020102","3"
"0x43020140","1"
"0x43020152","1"
"0x43020401","1"
"0x43020402","1"
"0x43020422","1"
"0x43020441","1"
"0x43020463","1"
"0x43020543","1"
"0x43020802","2"
"0x43020c43","1"
"0x43021003","1"
"0x43021011","1"
"0x43021030","1"
"0x43021802","1"
"0x43022030","1"
"0x43022101","1"
"0x43022102","2"
"0x43022142","1"
"0x43023112","1"
"0x43023120","1"
"0x43023123","1"
"0x43023d23","1"
"0x43024001","1"
"0x43024033","1"
"0x43024052","1"
"0x43024111","1"
"0x43024131","1"
"0x43024143","1"
"0x43024170","1"
"0x43024400","1"
"0x43024442","1"
"0x43024462","1"
"0x43024912","1"
"0x43025152","1"
"0x43025402","1"
"0x43026012","1"
"0x43026022","1"
"0x43026103","1"
"0x43026142","1"
"0x43026143","1"
"0x43026800","1"
"0x43026850","1"
"0x43026910","1"
"0x43027d02","1"
"0x43028801","1"
"0x43029423","1"
"0x4302e400","1"
"0x4302e900","1"
"0x43030002","3"
"0x43030003","1"
"0x43030010","1"
"0x43030033","1"
"0x43030051","1"
"0x43030140","1"
"0x43030150","2"
"0x43030800","1"
"0x43030933","1"
"0x43030c43","1"
"0x43031003","1"
"0x43031522","1"
"0x43031552","1"
"0x43031822","1"
"0x43031863","1"
"0x43032002","1"
"0x43032041","1"
"0x43032062","2"
"0x43032100","1"
"0x43032413","1"
"0x43032431","1"
"0x43032912","1"
"0x43032942","1"
"0x43033023","1"
"0x43033061","1"
"0x43033063","1"
"0x43034002","1"
"0x43034033","1"
"0x43034100","1"
"0x43034110","1"
"0x43034500","1"
"0x43034901","1"
"0x43034c20","1"
"0x43035032","1"
"0x43035402","1"
"0x43035460","1"
"0x43035d43","1"
"0x43036502","1"
"0x43036540","1"
"0x43039122","1"
"0x4303b950","1"
"0x440","1"
"0x4411","1"
"0x4412","1"
"0x442","1"
"0x4442","1"
"0x4942","1"
"0x50000020","1"
"0x50000141","1"
"0x50000143","1"
"0x50000151","1"
"0x50000403","1"
"0x50000501","1"
"0x50000511","1"
"0x50000921","1"
"0x50000923","1"
"0x50000c00","1"
"0x50001100","1"
"0x50001800","1"
"0x50001911","1"
"0x50001920","1"
"0x50002001","1"
"0x50002522","1"
"0x50002800","1"
"0x50002823","1"
"0x50002840","1"
"0x50002902","1"
"0x50002d23","1"
"0x50003031","1"
"0x50003111","1"
"0x50003c41","1"
"0x50004000","1"
"0x50004020","1"
"0x50004502","2"
"0x50004523","1"
"0x50004810","1"
"0x50004863","1"
"0x50004932","1"
"0x50004d50","1"
"0x50005012","1"
"0x50005520","1"
"0x50005543","1"
"0x50006503","1"
"0x50006552","1"
"0x50007043","1"
"0x50007422","1"
"0x5000c901","1"
"0x5000d810","1"
"0x50010002","2"
"0x50010022","1"
"0x50010042","1"
"0x50010101","1"
"0x50010110","1"
"0x50010402","1"
"0x50010421","1"
"0x50010471","1"
"0x50010501","1"
"0x50010553","1"
"0x50010910","1"
"0x50011843","1"
"0x50012001","1"
"0x50012052","1"
"0x50012070","1"
"0x50012100","3"
"0x50012142","1"
"0x50012902","2"
"0x50013510","1"
"0x50014022","1"
"0x50014030","1"
"0x50014042","1"
"0x50014051","1"
"0x50014102","1"
"0x50014500","1"
"0x50014513","1"
"0x50014900","1"
"0x50014903","1"
"0x50015851","1"
"0x50016041","1"
"0x50016531","1"
"0x50016c11","1"
"0x50017403","1"
"0x50017472","1"
"0x50017821","1"
"0x50017840","1"
"0x5001a032","1"
"0x5001a103","1"
"0x5001c821","1"
"0x50020001","1"
"0x50020043","1"
"0x50020113","1"
"0x50020143","1"
"0x50020822","1"
"0x50020d02","1"
"0x50020d03","1"
"0x50020d71","1"
"0x50021001","1"
"0x50021111","1"
"0x50021501","1"
"0x50021541","1"
"0x50021862","1"
"0x50022051","1"
"0x50022052","1"
"0x50022140","1"
"0x50022822","1"
"0x50022940","1"
"0x50023010","1"
"0x50023062","1"
"0x50023900","1"
"0x50024001","1"
"0x50024041","1"
"0x50024042","1"
"0x50024070","1"
"0x50024402","1"
"0x50024542","1"
"0x50024812","1"
"0x50024901","1"
"0x50024930","1"
"0x50025510","1"
"0x50025801","1"
"0x50026020","1"
"0x50026040","1"
"0x50026113","1"
"0x50026123","1"
"0x50026401","1"
"0x50027502","1"
"0x50027802","1"
"0x5002a010","1"
"0x5002d452","1"
"0x50030020","1"
"0x50030030","1"
"0x50030032","1"
"0x50030042","1"
"0x50030112","1"
"0x50030152","2"
"0x50030542","1"
"0x50030800","1"
"0x50030912","1"
"0x50030932","1"
"0x50030c02","1"
"0x50031111","1"
"0x50032012","1"
"0x50032512","1"
"0x50032812","1"
"0x50032903","1"
"0x50033151","1"
"0x50033403","1"
"0x50033812","2"
"0x50033d72","1"
"0x50034000","1"
"0x50034041","2"
"0x50034103","1"
"0x50034122","1"
"0x50034153","1"
"0x50034401","1"
"0x50034910","1"
"0x50034c12","1"
"0x50035900","1"
"0x50036410","1"
"0x50036440","1"
"0x50036932","1"
"0x50038123","1"
"0x50038551","1"
"0x5003a063","1"
"0x51000001","1"
"0x51000010","1"
"0x51000013","1"
"0x51000030","1"
"0x51000041","1"
"0x51000100","2"
"0x51000113","1"
"0x51000141","1"
"0x51000423","1"
"0x51000441","1"
"0x51000511","2"
"0x51000550","1"
"0x51000810","1"
"0x51000903","1"
"0x51000c13","1"
"0x51001043","1"
"0x51001052","1"
"0x51001113","1"
"0x51001153","1"
"0x51001421","1"
"0x51001902","1"
"0x51002153","1"
"0x51002420","1"
"0x51002503","1"
"0x51002943","1"
"0x51003172","1"
"0x51003452","1"
"0x51003513","1"
"0x51003c01","1"
"0x51004000","1"
"0x51004100","1"
"0x51004121","1"
"0x51004163","1"
"0x51004511","1"
"0x51004522","1"
"0x51004552","1"
"0x51004903","1"
"0x51004c22","1"
"0x51004c32","1"
"0x51005002","1"
"0x51005500","1"
"0x51005802","1"
"0x51006022","1"
"0x51006141","1"
"0x51006c21","1"
"0x51007003","1"
"0x51007042","1"
"0x51007120","1"
"0x51008141","1"
"0x5100c040","1"
"0x51010002","1"
"0x51010003","1"
"0x51010010","1"
"0x51010013","1"
"0x51010053","1"
"0x51010100","1"
"0x51010113","1"
"0x51010440","1"
"0x51010503","1"
"0x51010540","1"
"0x51010820","1"
"0x51010902","1"
"0x51010903","1"
"0x51010c02","1"
"0x51011400","1"
"0x51011813","1"
"0x51011831","1"
"0x51012023","1"
"0x51012041","1"
"0x51012952","1"
"0x51012d41","1"
"0x51013102","1"
"0x51014000","1"
"0x51014001","1"
"0x51014003","1"
"0x51014110","1"
"0x51014111","1"
"0x51014120","1"
"0x51014122","1"
"0x51014142","1"
"0x51014553","1"
"0x51014823","1"
"0x51014922","1"
"0x51014942","1"
"0x51014943","1"
"0x51015020","1"
"0x51015103","1"
"0x51015801","1"
"0x51015860","1"
"0x51016100","1"
"0x51016102","1"
"0x51016420","1"
"0x51016440","1"
"0x51016541","1"
"0x51017040","1"
"0x5101c113","1"
"0x5101d803","1"
"0x51020000","2"
"0x51020022","1"
"0x51020052","1"
"0x51020103","1"
"0x51020401","1"
"0x51020431","1"
"0x51020442","1"
"0x51020863","1"
"0x51020d03","1"
"0x51021123","1"
"0x51021143","1"
"0x51022013","1"
"0x51022402","1"
"0x51022440","1"
"0x51022501","1"
"0x51022561","1"
"0x51023000","1"
"0x51023800","1"
"0x51024002","1"
"0x51024042","1"
"0x51024050","1"
"0x51024101","1"
"0x51024512","1"
"0x51024800","1"
"0x51024902","1"
"0x51024972","1"
"0x51024d41","1"
"0x51025021","1"
"0x51025052","1"
"0x51025400","1"
"0x51025413","1"
"0x51025822","1"
"0x51025900","1"
"0x51025910","1"
"0x51025c10","1"
"0x51026123","1"
"0x51026501","1"
"0x51027d21","1"
"0x5102c952","1"
"0x51030013","1"
"0x51030043","1"
"0x51030112","1"
"0x51030172","1"
"0x51030453","1"
"0x51030550","1"
"0x51030813","1"
"0x51030901","1"
"0x51030903","1"
"0x51030943","1"
"0x51030d42","1"
"0x51031422","1"
"0x51031501","1"
"0x51032533","1"
"0x51032803","1"
"0x51032812","1"
"0x51032840","1"
"0x51032c33","1"
"0x51033102","1"
"0x51033832","1"
"0x51033900","1"
"0x51034011","1"
"0x51034041","1"
"0x51034113","1"
"0x51034851","1"
"0x51034900","1"
"0x51034922","1"
"0x51034930","1"
"0x51034962","1"
"0x51035020","1"
